,age,job,marital,education,balance,housing,loan,campaign,pdays,deposit
4277,28.0,admin.,single,secondary,762,no,no,3,-1.0,yes
4279,47.0,management,single,tertiary,255,no,yes,4,-1.0,yes
4280,32.0,student,married,secondary,1536,no,no,2,-1.0,yes
4281,55.0,technician,divorced,tertiary,0,no,no,1,-1.0,yes
4282,27.0,technician,single,secondary,2,yes,yes,2,53.375,yes
4283,42.0,management,married,tertiary,1435,yes,no,1,-1.0,yes
4284,47.0,technician,married,secondary,1219,no,no,4,-1.0,yes
4285,36.0,entrepreneur,married,secondary,2971,no,no,1,53.375,yes
4286,64.0,retired,married,primary,440,no,no,1,-1.0,yes
4287,34.0,management,married,tertiary,3301,yes,no,5,53.375,yes
4288,72.0,admin.,married,primary,2321,no,no,2,53.375,yes
4289,27.0,student,single,secondary,213,no,no,1,-1.0,yes
4291,19.0,student,single,unknown,108,no,no,1,53.375,yes
4292,33.0,admin.,married,secondary,920,no,no,1,-1.0,yes
4293,36.0,admin.,married,secondary,1031,no,no,4,-1.0,yes
4294,26.0,student,single,tertiary,294,no,no,1,53.375,yes
4295,42.0,admin.,divorced,secondary,527,no,yes,1,53.375,yes
4296,24.0,management,single,tertiary,1030,no,no,2,-1.0,yes
4297,28.0,self-employed,single,tertiary,2503,no,no,1,-1.0,yes
4298,58.0,unknown,married,unknown,1547,no,no,4,-1.0,yes
4299,59.0,management,married,tertiary,1,yes,no,1,-1.0,yes
4300,46.0,technician,married,secondary,1167,yes,no,2,-1.0,yes
4301,49.0,technician,married,tertiary,523,yes,no,2,-1.0,yes
4302,45.0,blue-collar,divorced,primary,-207,no,no,2,-1.0,yes
4303,32.0,management,single,tertiary,3283,no,no,2,53.375,yes
4304,46.0,blue-collar,married,secondary,1147,yes,no,1,-1.0,yes
4305,29.0,management,single,tertiary,1170,no,no,1,-1.0,yes
4306,30.0,management,single,secondary,4087,yes,no,1,-1.0,yes
4308,31.0,management,married,tertiary,792,no,no,6,-1.0,yes
4309,33.0,blue-collar,single,primary,127,yes,no,2,-1.0,yes
4310,49.0,services,divorced,secondary,0,no,no,2,-1.0,yes
4311,30.0,admin.,married,secondary,0,no,no,1,-1.0,yes
4312,29.0,self-employed,single,tertiary,121,yes,no,2,-1.0,yes
4313,44.0,services,single,secondary,618,no,no,1,-1.0,yes
4314,34.0,blue-collar,married,secondary,2495,yes,no,1,-1.0,yes
4315,62.0,retired,married,secondary,569,no,no,5,53.375,yes
4316,58.0,management,married,tertiary,473,no,no,1,53.375,yes
4317,60.0,management,married,tertiary,474,no,no,5,53.375,yes
4318,62.0,retired,divorced,tertiary,0,no,no,2,-1.0,yes
4320,32.0,management,single,tertiary,520,no,no,2,-1.0,yes
4321,39.0,blue-collar,married,primary,118,no,no,1,-1.0,yes
4322,58.0,management,married,tertiary,3342,no,no,5,-1.0,yes
4323,38.0,admin.,single,secondary,3239,no,no,2,-1.0,yes
4324,56.0,technician,married,secondary,23,no,no,3,-1.0,yes
4325,52.0,management,married,tertiary,40,no,no,3,-1.0,yes
4326,45.0,management,married,tertiary,226,yes,no,6,53.375,yes
4327,28.0,management,single,tertiary,939,yes,no,1,-1.0,yes
4328,29.0,blue-collar,single,secondary,-20,no,yes,1,-1.0,yes
4329,29.0,blue-collar,married,secondary,940,yes,yes,1,-1.0,yes
4331,31.0,management,married,secondary,0,no,no,1,-1.0,yes
4332,31.0,services,married,secondary,447,no,no,3,53.375,yes
4333,57.0,technician,divorced,tertiary,126,no,no,2,-1.0,yes
4334,25.0,technician,single,secondary,4087,no,no,1,-1.0,yes
4335,27.0,management,single,secondary,843,no,no,1,-1.0,yes
4336,24.0,blue-collar,married,primary,656,yes,no,1,-1.0,yes
4337,39.0,services,single,secondary,91,no,no,1,53.375,yes
4338,27.0,services,married,secondary,0,yes,no,6,-1.0,yes
4339,24.0,self-employed,single,tertiary,2984,yes,no,1,-1.0,yes
4340,56.0,management,married,primary,870,no,no,1,-1.0,yes
4341,33.0,admin.,single,tertiary,4087,no,no,4,-1.0,yes
4342,38.0,technician,married,secondary,4087,yes,no,1,53.375,yes
4343,34.0,admin.,married,secondary,247,no,no,2,-1.0,yes
4344,45.0,blue-collar,married,secondary,154,yes,no,1,-1.0,yes
4345,35.0,management,married,tertiary,1731,no,no,4,-1.0,yes
4346,52.0,management,married,tertiary,3634,no,no,6,-1.0,yes
4347,38.0,admin.,divorced,secondary,19,yes,no,3,53.375,yes
4348,23.0,technician,single,tertiary,1129,yes,no,1,-1.0,yes
4350,36.0,technician,single,secondary,4087,no,no,2,-1.0,yes
4351,33.0,services,married,secondary,478,no,no,2,-1.0,yes
4352,43.0,management,single,tertiary,2081,no,no,3,-1.0,yes
4353,41.0,technician,married,secondary,965,no,no,6,-1.0,yes
4354,46.0,technician,married,secondary,332,yes,no,1,-1.0,yes
4355,60.0,housemaid,married,primary,1163,no,no,6,-1.0,yes
4356,40.0,unemployed,married,secondary,1960,yes,no,6,-1.0,yes
4357,33.0,admin.,divorced,secondary,294,yes,no,1,-1.0,yes
4358,35.0,self-employed,married,secondary,188,yes,yes,2,-1.0,yes
4359,36.0,management,married,tertiary,254,no,no,2,-1.0,yes
4360,28.0,student,single,secondary,1377,yes,no,2,-1.0,yes
4361,60.0,retired,married,secondary,523,no,no,3,-1.0,yes
4362,47.0,management,married,tertiary,600,no,no,6,-1.0,yes
4363,35.0,student,married,tertiary,387,yes,no,3,53.375,yes
4364,53.0,admin.,married,secondary,849,yes,no,3,-1.0,yes
4365,39.0,blue-collar,divorced,primary,1317,yes,no,1,53.375,yes
4366,46.0,services,married,secondary,273,no,no,2,-1.0,yes
4368,58.0,retired,divorced,primary,2538,yes,no,2,53.375,yes
4370,33.0,admin.,single,tertiary,146,no,no,1,53.375,yes
4371,42.0,technician,single,unknown,4087,no,no,1,-1.0,yes
4372,32.0,services,single,secondary,486,no,no,1,-1.0,yes
4373,47.0,management,single,tertiary,159,no,no,3,53.375,yes
4374,35.0,blue-collar,married,unknown,1201,no,no,1,-1.0,yes
4375,74.5,retired,married,primary,2590,no,no,3,53.375,yes
4376,62.0,retired,married,unknown,800,no,no,1,-1.0,yes
4377,62.0,self-employed,divorced,secondary,0,yes,no,1,-1.0,yes
4378,38.0,management,married,tertiary,385,yes,no,1,-1.0,yes
4379,37.0,management,married,tertiary,238,no,no,1,53.375,yes
4380,38.0,management,married,tertiary,238,no,no,1,53.375,yes
4381,31.0,management,married,tertiary,1812,no,no,1,-1.0,yes
4382,38.0,management,married,tertiary,413,no,no,2,53.375,yes
4383,31.0,blue-collar,married,secondary,152,yes,yes,1,-1.0,yes
4384,34.0,blue-collar,married,primary,1031,yes,no,3,-1.0,yes
4385,33.0,management,single,tertiary,3143,no,no,2,-1.0,yes
4386,38.0,management,married,tertiary,613,no,no,1,-1.0,yes
4387,28.0,services,single,secondary,168,no,no,1,53.375,yes
4388,67.0,retired,single,tertiary,2144,no,no,2,-1.0,yes
4389,31.0,management,married,tertiary,1331,no,no,1,53.375,yes
4390,49.0,technician,married,tertiary,2611,no,no,2,-1.0,yes
4391,53.0,technician,single,secondary,925,no,no,3,-1.0,yes
4392,31.0,technician,single,tertiary,985,yes,no,1,53.375,yes
4393,60.0,technician,divorced,secondary,367,no,no,2,-1.0,yes
4394,30.0,unemployed,single,tertiary,302,no,no,3,-1.0,yes
4395,38.0,admin.,married,secondary,47,yes,no,5,-1.0,yes
4396,49.0,blue-collar,married,secondary,1946,no,no,1,-1.0,yes
4397,40.0,technician,married,secondary,2266,no,no,1,53.375,yes
4398,34.0,technician,single,tertiary,992,yes,no,2,-1.0,yes
4399,35.0,management,single,tertiary,3544,yes,no,1,-1.0,yes
4400,33.0,blue-collar,single,secondary,76,yes,no,4,-1.0,yes
4401,34.0,management,single,unknown,4087,yes,no,1,-1.0,yes
4402,28.0,housemaid,single,tertiary,19,no,no,1,-1.0,yes
4403,27.0,blue-collar,single,primary,232,yes,no,2,-1.0,yes
4404,22.0,unemployed,single,tertiary,993,no,no,3,53.375,yes
4406,34.0,technician,married,tertiary,127,no,no,1,-1.0,yes
4407,62.0,housemaid,married,tertiary,1528,no,no,2,53.375,yes
4408,36.0,blue-collar,married,secondary,324,yes,yes,1,-1.0,yes
4409,47.0,services,divorced,tertiary,1639,no,no,1,-1.0,yes
4410,32.0,admin.,married,secondary,0,yes,no,2,-1.0,yes
4411,33.0,admin.,married,secondary,-370,yes,no,1,53.375,yes
4412,27.0,technician,single,tertiary,4087,no,no,2,53.375,yes
4413,35.0,management,married,tertiary,323,no,no,2,-1.0,yes
4414,47.0,housemaid,married,secondary,3940,yes,no,3,53.375,yes
4415,57.0,management,divorced,tertiary,4087,yes,no,2,-1.0,yes
4416,26.0,technician,single,secondary,2002,no,no,1,-1.0,yes
4417,46.0,blue-collar,married,secondary,668,yes,no,2,-1.0,yes
4418,58.0,services,married,primary,2946,yes,no,1,-1.0,yes
4419,43.0,services,married,tertiary,4087,no,no,2,53.375,yes
4420,49.0,services,married,primary,0,yes,no,2,53.375,yes
4421,34.0,technician,married,tertiary,4087,no,no,2,35.0,yes
4422,28.0,unemployed,married,primary,4087,yes,no,5,53.375,yes
4423,33.0,blue-collar,married,primary,5,yes,no,2,-1.0,yes
4424,25.0,student,single,secondary,4087,no,no,3,-1.0,yes
4425,26.0,services,single,tertiary,0,no,yes,4,-1.0,yes
4427,29.0,management,married,secondary,231,no,no,1,14.0,yes
4428,30.0,management,single,tertiary,720,no,no,4,53.375,yes
4429,23.0,technician,single,secondary,598,no,no,1,53.375,yes
4430,41.0,technician,married,secondary,1819,no,no,1,53.375,yes
4431,66.0,management,married,secondary,587,no,no,2,53.375,yes
4433,28.0,self-employed,single,tertiary,442,no,no,3,53.375,yes
4434,33.0,management,married,tertiary,271,yes,no,2,53.375,yes
4436,54.0,management,married,tertiary,1014,no,yes,1,53.375,yes
4437,50.0,management,married,tertiary,2366,no,no,2,53.375,yes
4438,31.0,housemaid,single,primary,4087,no,no,2,-1.0,yes
4439,45.0,management,single,tertiary,1411,no,no,2,53.375,yes
4440,30.0,management,single,tertiary,617,no,no,2,-1.0,yes
4441,40.0,technician,divorced,tertiary,4087,yes,no,2,-1.0,yes
4442,67.0,retired,married,unknown,2540,no,no,3,53.375,yes
4443,39.0,services,single,secondary,403,yes,no,3,-1.0,yes
4444,20.0,blue-collar,single,secondary,423,yes,no,1,-1.0,yes
4445,31.0,management,married,tertiary,131,no,no,2,-1.0,yes
4446,31.0,admin.,single,tertiary,4041,no,no,2,-1.0,yes
4447,33.0,management,married,tertiary,273,yes,no,1,-1.0,yes
4448,45.0,blue-collar,married,primary,101,yes,no,5,-1.0,yes
4449,45.0,admin.,married,secondary,0,no,yes,3,-1.0,yes
4451,33.0,technician,married,tertiary,1699,no,no,2,53.375,yes
4452,41.0,blue-collar,married,secondary,2689,yes,no,1,-1.0,yes
4453,31.0,management,married,tertiary,3160,yes,no,2,-1.0,yes
4454,50.0,housemaid,married,secondary,388,no,no,2,-1.0,yes
4455,56.0,retired,married,secondary,393,no,yes,1,53.375,yes
4456,28.0,student,single,secondary,69,no,no,2,-1.0,yes
4457,35.0,technician,single,tertiary,2658,yes,no,2,53.375,yes
4458,30.0,services,single,secondary,-366,yes,no,1,-1.0,yes
4459,64.0,retired,married,secondary,466,yes,no,1,-1.0,yes
4460,32.0,student,single,tertiary,64,no,no,4,53.375,yes
4461,29.0,blue-collar,married,secondary,580,yes,yes,2,-1.0,yes
4462,29.0,management,single,secondary,3317,no,yes,6,-1.0,yes
4463,51.0,blue-collar,married,secondary,955,no,yes,3,-1.0,yes
4464,40.0,housemaid,single,tertiary,4087,no,no,6,-1.0,yes
4465,45.0,technician,married,tertiary,377,yes,no,3,-1.0,yes
4467,31.0,blue-collar,married,secondary,1766,no,yes,2,-1.0,yes
4468,43.0,services,married,secondary,-236,yes,no,6,-1.0,yes
4469,42.0,services,married,secondary,774,no,no,1,-1.0,yes
4470,46.0,admin.,married,secondary,659,yes,no,6,-1.0,yes
4471,34.0,technician,married,tertiary,149,no,no,2,-1.0,yes
4472,52.0,blue-collar,married,secondary,1405,no,yes,2,-1.0,yes
4473,47.0,admin.,married,secondary,290,yes,no,2,-1.0,yes
4474,40.0,student,single,secondary,595,yes,no,2,-1.0,yes
4475,26.0,student,single,secondary,4087,no,no,3,53.375,yes
4476,45.0,technician,married,secondary,0,yes,no,1,-1.0,yes
4477,55.0,retired,divorced,secondary,2204,no,no,1,53.375,yes
4478,42.0,unemployed,married,tertiary,576,no,no,2,53.375,yes
4479,40.0,management,single,tertiary,3840,yes,no,2,53.375,yes
4480,43.0,technician,married,secondary,1358,no,no,3,-1.0,yes
4481,26.0,student,single,tertiary,4087,yes,no,1,35.0,yes
4482,31.0,blue-collar,married,secondary,0,yes,no,1,53.375,yes
4483,31.0,management,single,tertiary,533,no,no,1,53.375,yes
4484,29.0,services,single,tertiary,1788,no,no,1,-1.0,yes
4485,44.0,self-employed,divorced,tertiary,1070,yes,no,2,53.375,yes
4486,35.0,management,single,tertiary,80,no,no,2,53.375,yes
4487,36.0,technician,single,secondary,3254,yes,no,1,-1.0,yes
4488,30.0,admin.,single,secondary,1309,no,no,1,-1.0,yes
4489,48.0,management,married,tertiary,0,no,yes,4,53.375,yes
4490,33.0,management,single,unknown,1534,yes,no,2,-1.0,yes
4491,36.0,management,married,tertiary,535,no,no,2,-1.0,yes
4492,46.0,admin.,married,secondary,368,no,no,1,53.375,yes
4493,35.0,unemployed,single,tertiary,415,no,no,2,53.375,yes
4494,46.0,technician,married,secondary,3434,no,yes,2,53.375,yes
4495,32.0,admin.,married,secondary,35,no,no,3,53.375,yes
4496,46.0,services,married,secondary,2948,no,no,1,-1.0,yes
4497,54.0,housemaid,married,tertiary,2473,no,no,2,-1.0,yes
4498,36.0,management,married,tertiary,1133,yes,no,1,53.375,yes
4499,29.0,admin.,single,secondary,306,yes,no,4,-1.0,yes
4500,58.0,management,married,secondary,-382,no,no,6,-1.0,yes
4501,35.0,admin.,divorced,secondary,1224,yes,no,1,-1.0,yes
4503,31.0,technician,married,tertiary,2166,no,no,6,53.375,yes
4504,35.0,management,married,tertiary,925,no,no,4,-1.0,yes
4506,34.0,admin.,married,secondary,2374,yes,no,1,53.375,yes
4508,23.0,services,single,secondary,279,yes,no,1,53.375,yes
4509,46.0,blue-collar,married,unknown,842,yes,no,1,-1.0,yes
4510,33.0,unemployed,single,tertiary,4087,no,no,2,-1.0,yes
4511,25.0,management,married,tertiary,-242,yes,yes,4,53.375,yes
4512,43.0,blue-collar,married,primary,3917,no,no,1,-1.0,yes
4513,38.0,technician,single,secondary,1711,no,no,1,-1.0,yes
4514,62.0,retired,married,secondary,298,no,no,2,-1.0,yes
4515,33.0,unknown,married,secondary,335,no,no,2,53.375,yes
4516,53.0,management,married,unknown,2240,yes,no,2,53.375,yes
4517,38.0,technician,married,secondary,1478,no,no,4,-1.0,yes
4518,32.0,entrepreneur,married,secondary,390,no,no,1,53.375,yes
4519,24.0,student,single,secondary,1234,no,no,1,53.375,yes
4520,26.0,management,single,tertiary,3704,no,no,4,-1.0,yes
4521,55.0,blue-collar,married,unknown,890,no,no,2,-1.0,yes
4522,47.0,management,married,tertiary,3663,no,no,3,-1.0,yes
4523,58.0,blue-collar,single,secondary,119,yes,yes,1,-1.0,yes
4524,30.0,blue-collar,married,secondary,167,yes,no,1,-1.0,yes
4525,39.0,technician,single,secondary,1022,yes,no,2,-1.0,yes
4526,30.0,admin.,single,tertiary,305,no,no,2,-1.0,yes
4527,34.0,blue-collar,divorced,unknown,172,no,no,1,-1.0,yes
4528,34.0,management,married,tertiary,3047,no,no,1,53.375,yes
4529,56.0,management,married,tertiary,616,no,no,1,53.375,yes
4530,27.0,services,single,secondary,453,no,no,2,-1.0,yes
4531,46.0,self-employed,single,secondary,526,no,no,1,53.375,yes
4532,32.0,management,married,tertiary,169,no,no,2,-1.0,yes
4533,27.0,services,single,secondary,1347,no,no,1,53.375,yes
4534,36.0,blue-collar,married,primary,378,yes,no,1,-1.0,yes
4535,46.0,admin.,single,tertiary,2889,yes,no,1,-1.0,yes
4536,46.0,technician,married,secondary,57,no,no,1,-1.0,yes
4537,49.0,management,married,tertiary,0,no,no,1,-1.0,yes
4538,39.0,technician,married,tertiary,1293,no,no,2,-1.0,yes
4539,33.0,technician,single,secondary,2085,no,no,2,-1.0,yes
4540,48.0,entrepreneur,single,secondary,315,no,no,1,-1.0,yes
4541,38.0,blue-collar,married,secondary,1627,no,no,6,-1.0,yes
4542,60.0,retired,married,secondary,1853,no,no,1,53.375,yes
4543,33.0,technician,single,secondary,1429,yes,no,6,-1.0,yes
4544,64.0,management,married,tertiary,3951,no,no,1,53.375,yes
4545,22.0,self-employed,single,tertiary,780,no,no,3,-1.0,yes
4546,34.0,technician,divorced,tertiary,674,yes,no,2,-1.0,yes
4547,36.0,blue-collar,married,secondary,218,yes,no,6,-1.0,yes
4548,72.0,retired,married,primary,763,no,no,2,-1.0,yes
4549,37.0,services,married,secondary,4087,yes,yes,4,-1.0,yes
4550,74.5,retired,divorced,primary,2787,no,no,1,-1.0,yes
4551,31.0,technician,married,tertiary,26,no,yes,1,53.375,yes
4552,20.0,student,single,secondary,153,no,no,1,-1.0,yes
4553,60.0,self-employed,married,primary,362,no,yes,6,-1.0,yes
4554,36.0,self-employed,married,secondary,1184,yes,no,1,-1.0,yes
4555,51.0,technician,married,secondary,4087,no,no,1,-1.0,yes
4556,26.0,blue-collar,single,secondary,3145,no,no,1,53.375,yes
4557,48.0,admin.,married,secondary,660,no,no,1,53.375,yes
4558,49.0,management,married,tertiary,1311,yes,no,1,-1.0,yes
4561,42.0,management,single,tertiary,0,yes,no,1,-1.0,yes
4562,31.0,admin.,single,secondary,747,yes,no,2,-1.0,yes
4563,56.0,blue-collar,married,secondary,448,yes,yes,1,53.375,yes
4564,32.0,technician,single,tertiary,1246,yes,no,1,53.375,yes
4565,33.0,management,married,tertiary,271,yes,no,2,-1.0,yes
4566,33.0,management,single,tertiary,1271,yes,no,3,53.375,yes
4567,54.0,housemaid,married,secondary,962,yes,no,3,-1.0,yes
4568,28.0,student,single,tertiary,3054,no,no,1,53.375,yes
4569,41.0,unemployed,married,tertiary,0,no,no,3,-1.0,yes
4570,51.0,management,married,tertiary,346,no,no,2,53.375,yes
4571,43.0,blue-collar,divorced,primary,3550,no,no,1,-1.0,yes
4572,36.0,management,single,tertiary,1379,no,no,1,53.375,yes
4573,49.0,management,married,tertiary,1093,yes,yes,2,53.375,yes
4574,47.0,admin.,divorced,secondary,295,yes,no,2,-1.0,yes
4575,30.0,services,married,secondary,129,yes,no,6,-1.0,yes
4576,31.0,technician,married,tertiary,636,yes,no,4,-1.0,yes
4577,39.0,technician,married,secondary,4087,yes,no,2,53.375,yes
4578,40.0,management,married,tertiary,3352,yes,no,1,-1.0,yes
4579,48.0,management,single,tertiary,334,yes,no,2,53.375,yes
4580,30.0,services,divorced,secondary,341,yes,no,1,-1.0,yes
4581,41.0,entrepreneur,married,secondary,4087,yes,no,1,-1.0,yes
4582,33.0,services,married,secondary,227,yes,yes,2,-1.0,yes
4583,25.0,student,single,secondary,125,no,no,1,53.375,yes
4584,49.0,admin.,married,secondary,3608,yes,no,1,-1.0,yes
4585,32.0,management,single,tertiary,2536,yes,no,6,-1.0,yes
4586,64.0,management,married,tertiary,4087,no,no,1,-1.0,yes
4587,28.0,student,single,secondary,0,no,no,6,-1.0,yes
4588,37.0,management,married,tertiary,1113,no,no,1,53.375,yes
4589,25.0,blue-collar,single,secondary,1857,yes,no,4,53.375,yes
4590,53.0,admin.,single,secondary,2892,no,no,3,-1.0,yes
4592,34.0,services,married,secondary,1076,no,no,1,53.375,yes
4593,26.0,admin.,single,secondary,-930,yes,no,1,-1.0,yes
4594,39.0,blue-collar,married,secondary,1382,yes,no,2,-1.0,yes
4595,45.0,management,single,tertiary,2048,yes,no,1,53.375,yes
4596,19.0,student,single,primary,608,no,no,1,53.375,yes
4597,33.0,blue-collar,divorced,unknown,-274,yes,yes,2,53.375,yes
4598,43.0,admin.,married,secondary,132,no,no,2,53.375,yes
4599,35.0,technician,single,secondary,344,no,no,6,-1.0,yes
4600,52.0,blue-collar,married,secondary,2230,no,no,3,-1.0,yes
4601,28.0,self-employed,single,secondary,4087,yes,no,4,-1.0,yes
4602,35.0,blue-collar,single,secondary,885,yes,no,6,-1.0,yes
4603,50.0,blue-collar,married,primary,3764,no,no,2,53.375,yes
4604,37.0,services,married,secondary,4017,no,no,2,53.375,yes
4605,36.0,technician,married,secondary,368,yes,yes,2,-1.0,yes
4606,61.0,retired,married,secondary,569,no,no,1,-1.0,yes
4607,24.0,blue-collar,married,secondary,272,no,no,2,53.375,yes
4608,35.0,services,single,primary,167,no,yes,2,-1.0,yes
4609,32.0,management,married,tertiary,1388,yes,no,1,-1.0,yes
4610,45.0,blue-collar,married,secondary,4087,yes,no,1,-1.0,yes
4611,43.0,blue-collar,married,secondary,2160,no,no,1,53.375,yes
4612,39.0,technician,married,secondary,1587,yes,no,3,-1.0,yes
4613,35.0,management,divorced,tertiary,1723,yes,no,1,-1.0,yes
4614,23.0,student,single,tertiary,691,no,no,1,53.375,yes
4615,34.0,blue-collar,married,secondary,243,yes,no,1,-1.0,yes
4616,47.0,admin.,single,secondary,3696,no,no,4,-1.0,yes
4617,21.0,student,single,secondary,71,no,no,2,-1.0,yes
4618,37.0,unknown,single,tertiary,0,no,no,2,53.375,yes
4619,53.0,admin.,married,secondary,3765,no,no,3,-1.0,yes
4620,46.0,blue-collar,married,primary,977,no,yes,3,-1.0,yes
4622,51.0,admin.,married,tertiary,0,yes,yes,2,-1.0,yes
4623,58.0,entrepreneur,married,tertiary,776,yes,no,1,-1.0,yes
4624,51.0,admin.,single,secondary,1994,no,no,2,-1.0,yes
4625,33.0,admin.,married,secondary,616,no,no,3,-1.0,yes
4626,46.0,housemaid,married,primary,3512,no,no,1,53.375,yes
4627,34.0,technician,single,tertiary,4087,no,no,2,-1.0,yes
4628,40.0,blue-collar,married,primary,0,yes,no,4,-1.0,yes
4629,40.0,admin.,divorced,secondary,2129,no,no,1,-1.0,yes
4630,46.0,technician,single,secondary,874,no,no,3,-1.0,yes
4631,59.0,entrepreneur,married,secondary,496,no,no,3,53.375,yes
4632,34.0,technician,married,tertiary,1539,yes,no,1,53.375,yes
4633,49.0,management,divorced,tertiary,348,no,no,1,-1.0,yes
4634,28.0,management,single,tertiary,1287,yes,no,1,-1.0,yes
4635,56.0,management,married,tertiary,4087,yes,no,1,53.375,yes
4636,28.0,technician,single,secondary,4087,no,yes,2,-1.0,yes
4637,33.0,blue-collar,married,secondary,-267,yes,no,3,-1.0,yes
4638,37.0,unemployed,single,secondary,443,no,no,1,-1.0,yes
4639,38.0,services,married,secondary,934,yes,no,1,-1.0,yes
4641,74.0,retired,married,tertiary,1843,no,no,2,53.375,yes
4642,42.0,unemployed,married,secondary,1289,no,no,4,53.375,yes
4644,60.0,retired,married,secondary,4087,no,no,1,53.375,yes
4645,41.0,blue-collar,married,secondary,4087,yes,no,1,-1.0,yes
4646,51.0,admin.,married,secondary,949,no,no,1,-1.0,yes
4647,49.0,blue-collar,married,primary,-157,yes,no,3,-1.0,yes
4648,41.0,management,married,tertiary,254,no,no,2,53.375,yes
4649,31.0,blue-collar,married,secondary,136,no,no,2,53.375,yes
4650,25.0,admin.,single,secondary,285,no,no,3,-1.0,yes
4651,32.0,management,divorced,tertiary,874,no,no,6,-1.0,yes
4652,73.0,retired,married,tertiary,1641,yes,no,2,-1.0,yes
4653,31.0,management,single,secondary,1088,yes,no,2,-1.0,yes
4654,32.0,student,single,tertiary,1138,no,no,3,-1.0,yes
4656,60.0,retired,married,tertiary,2557,yes,no,1,-1.0,yes
4657,34.0,admin.,married,tertiary,142,yes,no,1,-1.0,yes
4658,43.0,admin.,single,secondary,733,yes,no,3,-1.0,yes
4659,31.0,entrepreneur,single,tertiary,-405,yes,yes,2,-1.0,yes
4660,42.0,management,single,tertiary,4087,no,no,6,53.375,yes
4661,27.0,services,single,secondary,246,no,no,2,-1.0,yes
4662,57.0,retired,married,tertiary,0,yes,yes,1,-1.0,yes
4663,30.0,management,single,tertiary,536,no,no,2,53.375,yes
4664,45.0,admin.,divorced,tertiary,1506,no,no,4,-1.0,yes
4665,49.0,admin.,single,secondary,716,yes,no,3,-1.0,yes
4666,31.0,management,single,tertiary,354,no,no,2,-1.0,yes
4667,41.0,management,divorced,tertiary,1757,no,no,1,53.375,yes
4668,57.0,technician,married,secondary,4087,no,no,1,-1.0,yes
4669,57.0,management,divorced,unknown,854,no,no,1,40.0,yes
4670,58.0,retired,married,secondary,1230,no,no,1,53.375,yes
4671,54.0,management,married,tertiary,1303,no,no,1,-1.0,yes
4672,36.0,management,married,tertiary,93,no,no,2,53.375,yes
4673,53.0,services,divorced,primary,-291,yes,yes,1,-1.0,yes
4674,34.0,admin.,married,tertiary,69,no,yes,3,53.375,yes
4675,27.0,unemployed,single,secondary,771,no,no,1,53.375,yes
4676,41.0,services,single,secondary,-675,yes,yes,4,-1.0,yes
4677,62.0,technician,married,secondary,973,no,no,1,-1.0,yes
4678,27.0,blue-collar,single,primary,377,no,no,2,-1.0,yes
4679,37.0,technician,married,secondary,480,no,no,2,53.375,yes
4680,22.0,student,single,secondary,552,no,no,1,-1.0,yes
4681,27.0,student,single,tertiary,3733,yes,no,6,-1.0,yes
4682,30.0,services,single,secondary,-158,yes,no,1,53.375,yes
4683,28.0,admin.,single,secondary,136,no,no,1,-1.0,yes
4684,27.0,admin.,single,secondary,4087,yes,no,4,53.375,yes
4685,42.0,management,divorced,secondary,283,yes,no,1,-1.0,yes
4686,36.0,management,married,tertiary,0,yes,no,1,53.375,yes
4687,27.0,blue-collar,married,secondary,419,yes,no,2,-1.0,yes
4688,58.0,services,divorced,secondary,462,no,no,1,-1.0,yes
4689,55.0,technician,divorced,secondary,4,no,no,1,-1.0,yes
4690,52.0,admin.,divorced,secondary,363,yes,no,1,53.375,yes
4692,46.0,management,divorced,tertiary,1297,no,no,3,-1.0,yes
4693,32.0,technician,single,secondary,40,no,no,2,-1.0,yes
4694,52.0,technician,single,secondary,436,no,yes,1,-1.0,yes
4695,57.0,admin.,married,secondary,403,yes,no,1,53.375,yes
4696,40.0,technician,single,secondary,4087,yes,no,3,-1.0,yes
4697,30.0,self-employed,single,tertiary,916,no,no,2,-1.0,yes
4698,30.0,management,married,tertiary,1942,yes,yes,2,53.375,yes
4699,39.0,technician,divorced,secondary,385,no,no,1,48.0,yes
4700,28.0,technician,single,secondary,-1042,yes,no,2,-1.0,yes
4701,34.0,management,married,tertiary,3696,no,no,2,53.375,yes
4702,30.0,management,single,tertiary,3384,no,no,2,-1.0,yes
4703,24.0,technician,married,secondary,556,yes,no,1,53.375,yes
4704,59.0,management,married,tertiary,315,no,no,1,53.375,yes
4705,38.0,unemployed,married,tertiary,2812,yes,no,1,-1.0,yes
4706,47.0,unemployed,married,primary,324,no,no,2,-1.0,yes
4707,52.0,blue-collar,married,secondary,-519,yes,no,6,-1.0,yes
4708,35.0,student,single,secondary,188,yes,no,3,53.375,yes
4709,61.0,management,married,tertiary,267,no,no,1,-1.0,yes
4710,46.0,self-employed,divorced,tertiary,21,no,no,2,-1.0,yes
4711,55.0,admin.,married,unknown,2038,no,no,1,-1.0,yes
4712,42.0,technician,single,unknown,4087,no,no,1,53.375,yes
4713,26.0,management,single,tertiary,194,no,no,2,-1.0,yes
4715,46.0,management,divorced,secondary,0,no,no,5,-1.0,yes
4716,39.0,management,married,secondary,2981,no,no,1,-1.0,yes
4717,29.0,student,single,secondary,67,no,no,1,53.375,yes
4718,21.0,technician,single,unknown,360,no,no,2,-1.0,yes
